tripduration,starttime,stoptime,start.station.latitude,start.station.longitude,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,start.date
769,58:18.0,11:07.1,40.7242941,-74.0354826,40.71517768,-74.03768331,42160,Customer,1994,2,11/7/20
109,37:12.1,39:02.0,40.7192517,-74.034234,40.71687,-74.03281,29532,Subscriber,1987,1,10/30/19
198,55:11.3,58:29.8,40.71458404,-74.04281706,40.7141454,-74.0335519,42555,Subscriber,1994,1,2/12/20
736,47:35.9,59:52.4,40.71241882,-74.03852552,40.71241882,-74.03852552,29628,Subscriber,1984,2,5/7/19
432,18:36.5,25:48.5,40.7192517,-74.034234,40.72163014,-74.04996783,44852,Subscriber,1969,1,1/8/21
8478,52:03.4,13:22.3,40.74871595,-74.0404433,40.74871595,-74.0404433,38251,Customer,1969,0,6/27/20
91,42:34.1,44:05.5,40.7141454,-74.0335519,40.71687,-74.03281,26295,Subscriber,1974,1,9/2/19
238,05:41.2,09:39.7,40.7177325,-74.043845,40.71517768,-74.03768331,29607,Subscriber,1953,2,6/4/19
892,34:13.7,49:06.2,40.72528911,-74.04557168,40.7443187,-74.0439909,26303,Subscriber,1985,1,8/25/19
1283,05:32.7,26:56.0,40.73520838,-74.04696375,40.74871595,-74.0404433,42456,Customer,1992,2,6/2/20
1405,15:06.1,38:31.7,40.71958612,-74.04311746,40.74590997,-74.05727148,44857,Subscriber,1974,1,9/15/20
339,28:36.3,34:15.7,40.71958612,-74.04311746,40.71942,-74.05099,39147,Subscriber,1994,1,11/25/20
611,59:25.8,09:37.5,40.7112423,-74.0557013,40.7177325,-74.043845,29610,Customer,1969,0,1/6/19
720,54:36.5,06:36.9,40.72533993,-74.06762213,40.72152515,-74.04630454,42130,Subscriber,1994,2,6/13/20
228,34:12.3,38:00.8,40.72572614,-74.07195926,40.7246051,-74.07840595,44422,Subscriber,1988,1,1/2/21
263,15:17.1,19:40.2,40.72755147,-74.07106072,40.73367,-74.0625,29620,Subscriber,1993,1,10/18/19
533,10:33.1,19:27.1,40.7287448,-74.0321082,40.72759597,-74.04424731,29205,Subscriber,1989,2,9/10/19
503,20:27.6,28:51.4,40.7311689,-74.0575736,40.71653978,-74.04963791,25541,Subscriber,1973,1,11/21/20
1063,22:34.2,40:18.1,40.7141454,-74.0335519,40.7242941,-74.0354826,42419,Subscriber,1985,1,8/5/20
241,20:00.7,24:01.8,40.71958612,-74.04311746,40.72163014,-74.04996783,29582,Subscriber,1984,2,8/3/19
394,07:31.6,14:05.7,40.7272235,-74.0337589,40.7192517,-74.034234,42227,Subscriber,1988,1,2/13/20
3049,02:08.8,52:58.3,40.7112423,-74.0557013,40.7112423,-74.0557013,34158,Customer,1977,2,5/25/20
647,58:49.0,09:36.6,40.71241882,-74.03852552,40.72759597,-74.04424731,42151,Subscriber,1979,1,12/3/20
348,53:04.0,58:52.3,40.73074263,-74.06378388,40.7236589,-74.0641943,29588,Subscriber,1962,1,1/26/19
894,39:31.8,54:26.6,40.7141454,-74.0335519,40.72759597,-74.04424731,42613,Customer,1987,2,7/21/20
105,24:56.6,26:41.9,40.71958612,-74.04311746,40.72152515,-74.04630454,41696,Subscriber,1973,1,1/26/21
505,32:12.9,40:38.5,40.71958612,-74.04311746,40.72533993,-74.06762213,29290,Subscriber,1978,1,1/12/20
498,22:25.7,30:43.9,40.73478582,-74.05044364,40.7308971,-74.06391263,29266,Subscriber,1995,2,6/11/19
499,35:32.7,43:52.3,40.71346383,-74.06285852,40.71517768,-74.03768331,29552,Subscriber,1989,1,6/26/19
302,53:29.7,58:32.3,40.7183552,-74.03891444,40.71241882,-74.03852552,29229,Subscriber,1986,2,6/9/19
182,34:52.1,37:54.6,40.71958612,-74.04311746,40.71458404,-74.04281706,29212,Subscriber,1965,1,7/2/19
1738,09:46.3,38:45.1,40.7246051,-74.07840595,40.7141454,-74.0335519,42186,Subscriber,1970,1,10/8/20
1369,16:16.0,39:05.2,40.71653978,-74.04963791,40.71241882,-74.03852552,42331,Customer,1984,2,6/21/20
1523,13:49.8,39:13.0,40.7287448,-74.0321082,40.74590997,-74.05727148,29619,Subscriber,1980,1,1/9/19
81,17:12.6,18:34.4,40.72755147,-74.07106072,40.72572614,-74.07195926,29593,Subscriber,1968,1,12/31/19
706,27:33.4,39:20.3,40.71958612,-74.04311746,40.71241882,-74.03852552,42490,Subscriber,1978,1,10/2/20
240,07:12.0,11:12.9,40.7177325,-74.043845,40.7211236,-74.03805095,45347,Subscriber,1983,1,10/10/20
1506,03:01.4,28:07.8,40.7287448,-74.0321082,40.71458404,-74.04281706,42629,Customer,1984,1,4/5/20
422,58:18.6,05:21.4,40.7308971,-74.06391263,40.7192822,-74.07126188,26317,Subscriber,1987,1,1/23/20
298,00:28.0,05:26.8,40.71958612,-74.04311746,40.71458404,-74.04281706,26211,Subscriber,1991,1,8/22/19
187,17:11.0,20:18.5,40.72568548,-74.04879034,40.71958612,-74.04311746,29536,Subscriber,1990,1,10/17/19
1020,20:22.0,37:22.1,40.7443187,-74.0439909,40.72152515,-74.04630454,29524,Customer,1991,0,8/13/19
457,46:30.7,54:08.1,40.71848892,-74.04772663,40.7127742,-74.0364857,29592,Subscriber,1987,2,2/4/19
1393,41:24.3,04:38.2,40.7242941,-74.0354826,40.7242941,-74.0354826,45364,Customer,1969,0,9/21/20
2299,50:44.4,29:04.2,40.72333159,-74.04595256,40.72333159,-74.04595256,42292,Customer,1987,2,3/15/20
304,15:39.3,20:43.6,40.71958612,-74.04311746,40.72601173,-74.05038893,26278,Subscriber,1993,2,9/26/19
424,38:48.3,45:53.3,40.73367,-74.0625,40.7246051,-74.07840595,46532,Subscriber,1991,1,9/12/20
78,38:10.5,39:28.9,40.72333159,-74.04595256,40.72528911,-74.04557168,29652,Subscriber,1956,1,6/10/19
2156,28:13.0,04:09.9,40.7192517,-74.034234,40.7112423,-74.0557013,42474,Subscriber,1981,1,4/15/20
263,34:44.0,39:07.7,40.71653978,-74.04963791,40.71958612,-74.04311746,29201,Subscriber,1989,1,5/17/19
225,07:00.0,10:45.2,40.72152515,-74.04630454,40.72601173,-74.05038893,29584,Subscriber,1986,2,7/21/19
1433,20:28.9,44:22.4,40.7192517,-74.034234,40.74590997,-74.05727148,42285,Subscriber,1979,1,3/3/20
1019,55:22.3,12:21.8,40.71241882,-74.03852552,40.7141454,-74.0335519,26152,Subscriber,1996,1,7/3/19
722,38:02.8,50:04.8,40.71958612,-74.04311746,40.71241882,-74.03852552,29252,Subscriber,1992,2,3/9/19
857,40:29.9,54:47.6,40.72165072,-74.04288411,40.7376037,-74.0524783,26308,Subscriber,1988,1,2/27/19
184,44:58.8,48:02.9,40.71848892,-74.04772663,40.71458404,-74.04281706,44492,Subscriber,1965,1,11/14/20
456,11:45.8,19:22.0,40.7112423,-74.0557013,40.71942,-74.05099,29293,Subscriber,1989,1,7/9/19
346,17:23.6,23:10.5,40.72759597,-74.04424731,40.7183552,-74.03891444,29619,Subscriber,1984,1,1/28/19
1325,14:35.0,36:40.6,40.71346383,-74.06285852,40.7236589,-74.0641943,29549,Customer,1991,1,8/29/19
289,19:19.0,24:08.8,40.7192517,-74.034234,40.7272235,-74.0337589,29515,Subscriber,1964,1,1/8/20
5856,56:17.9,33:54.8,40.7242941,-74.0354826,40.7242941,-74.0354826,38193,Customer,1969,0,7/11/20
1100,21:25.9,39:46.3,40.71958612,-74.04311746,40.71958612,-74.04311746,46609,Customer,1988,1,10/11/20
230,05:47.8,09:38.3,40.71958612,-74.04311746,40.7192517,-74.034234,29599,Customer,1995,2,1/5/20
1851,32:05.9,02:57.3,40.74590997,-74.05727148,40.7141454,-74.0335519,42364,Subscriber,1974,1,7/22/20
521,48:12.0,56:53.6,40.7287448,-74.0321082,40.7183552,-74.03891444,29455,Subscriber,1979,2,9/15/19
761,05:45.9,18:27.5,40.71958612,-74.04311746,40.737711,-74.066921,26153,Subscriber,1964,1,9/9/19
442,40:55.3,48:17.8,40.7272235,-74.0337589,40.72165072,-74.04288411,44937,Customer,1969,0,8/10/20
4352,51:15.6,03:47.6,40.71958612,-74.04311746,40.71458404,-74.04281706,29575,Customer,1969,0,10/13/19
286,59:10.1,03:56.9,40.71653978,-74.04963791,40.71517768,-74.03768331,26159,Customer,1991,1,6/23/19
439,03:33.9,10:53.3,40.7311689,-74.0575736,40.72210379,-74.071455,29492,Subscriber,1981,2,12/23/19
205,44:50.2,48:15.7,40.7127742,-74.0364857,40.7162469,-74.0334588,26290,Subscriber,1989,1,5/16/19
2714,59:23.2,44:37.8,40.72759597,-74.04424731,40.7127742,-74.0364857,42161,Subscriber,1986,1,6/14/20
4081,02:16.9,10:18.1,40.7127742,-74.0364857,40.7127742,-74.0364857,42434,Customer,1994,2,6/5/20
367,52:30.8,58:38.7,40.7183552,-74.03891444,40.7241765,-74.0506564,42206,Subscriber,1974,1,12/24/20
323,50:46.2,56:09.9,40.72165072,-74.04288411,40.7192517,-74.034234,26298,Subscriber,1994,2,9/5/19
152,12:52.3,15:25.0,40.72333159,-74.04595256,40.72601173,-74.05038893,29596,Subscriber,1979,1,11/3/19
422,06:49.8,13:52.2,40.72210379,-74.071455,40.7308971,-74.06391263,26228,Subscriber,1964,1,3/13/19
2199,34:01.8,10:41.3,40.7272235,-74.0337589,40.72528911,-74.04557168,44685,Subscriber,1982,0,8/29/20
353,35:48.1,41:41.1,40.71458404,-74.04281706,40.7177325,-74.043845,29483,Subscriber,1985,2,7/19/19
4268,08:04.7,19:13.2,40.71458404,-74.04281706,40.71458404,-74.04281706,42364,Customer,1979,1,9/5/20
264,43:05.2,47:29.5,40.72759597,-74.04424731,40.71958612,-74.04311746,29502,Subscriber,1961,1,7/7/19
3562,27:58.6,27:21.4,40.71458404,-74.04281706,40.71458404,-74.04281706,42410,Customer,1969,0,10/26/20
336,33:40.8,39:17.8,40.72759597,-74.04424731,40.7272235,-74.0337589,42404,Subscriber,1964,1,6/29/20
556,29:13.1,38:29.8,40.7287448,-74.0321082,40.73520838,-74.04696375,42134,Subscriber,2001,1,6/14/20
137,08:20.3,10:38.2,40.7141454,-74.0335519,40.71241882,-74.03852552,29126,Subscriber,1980,1,6/19/19
225,35:33.9,39:19.8,40.71687,-74.03281,40.71241882,-74.03852552,42610,Subscriber,1967,1,4/21/20
442,01:12.6,08:34.6,40.72759597,-74.04424731,40.71942,-74.05099,44721,Subscriber,1980,1,8/10/20
2705,50:26.7,35:32.2,40.7177325,-74.043845,40.72152515,-74.04630454,44235,Subscriber,1965,1,7/2/20
709,10:28.6,22:18.3,40.7177325,-74.043845,40.7272235,-74.0337589,44787,Customer,1985,2,8/21/20
224,24:53.5,28:37.7,40.7183552,-74.03891444,40.7141454,-74.0335519,44185,Subscriber,1990,1,1/28/21
138,38:37.0,40:55.6,40.7241765,-74.0506564,40.72152515,-74.04630454,44737,Subscriber,1988,1,7/31/20
591,08:08.5,18:00.3,40.71958612,-74.04311746,40.7112423,-74.0557013,26300,Subscriber,1969,1,9/13/19
188,20:44.0,23:52.3,40.72163014,-74.04996783,40.72568548,-74.04879034,29447,Subscriber,1987,1,11/16/19
625,08:30.5,18:56.1,40.7177325,-74.043845,40.71346383,-74.06285852,29253,Subscriber,1989,1,7/31/19
551,59:10.4,08:21.8,40.72759597,-74.04424731,40.72333159,-74.04595256,29614,Subscriber,1968,1,8/26/19
374,37:15.7,43:30.6,40.72568548,-74.04879034,40.71958612,-74.04311746,29447,Subscriber,1993,2,9/24/19
243,16:28.2,20:31.9,40.71653978,-74.04963791,40.71958612,-74.04311746,42112,Subscriber,1994,1,9/17/20
557,04:22.5,13:40.1,40.7246051,-74.07840595,40.72755147,-74.07106072,41356,Subscriber,1976,1,4/5/20
6384,25:36.5,12:00.9,40.7287448,-74.0321082,40.7192517,-74.034234,29621,Customer,1979,1,1/30/20
203,37:19.9,40:43.6,40.72165072,-74.04288411,40.7241765,-74.0506564,42397,Subscriber,1993,1,3/6/20
2360,30:38.1,09:58.7,40.7192517,-74.034234,40.7192517,-74.034234,41209,Subscriber,1971,2,9/7/20
556,04:48.0,14:04.9,40.7141454,-74.0335519,40.7112423,-74.0557013,29438,Subscriber,1985,1,6/26/19
298,32:30.9,37:29.8,40.72533993,-74.06762213,40.7308971,-74.06391263,29457,Subscriber,1964,1,8/17/19
1593,13:45.5,40:18.5,40.74590997,-74.05727148,40.7242941,-74.0354826,44682,Subscriber,1992,1,10/6/20
440,24:28.9,31:49.7,40.72533993,-74.06762213,40.7308971,-74.06391263,41889,Subscriber,1959,1,6/22/20
334,12:03.2,17:37.9,40.73367,-74.0625,40.737711,-74.066921,42590,Subscriber,1962,2,10/1/20
235,27:41.7,31:37.4,40.7272235,-74.0337589,40.7242941,-74.0354826,29239,Customer,1969,0,1/19/20
9331,44:44.9,20:16.8,40.7242941,-74.0354826,40.7211236,-74.03805095,42108,Customer,1969,0,11/7/20
912,47:08.7,02:21.2,40.737711,-74.066921,40.7246051,-74.07840595,29242,Subscriber,1986,1,8/15/19
2970,40:21.4,29:52.4,40.7162469,-74.0334588,40.72755147,-74.07106072,29451,Customer,1969,0,4/8/19
615,14:24.2,24:39.9,40.71848892,-74.04772663,40.7192517,-74.034234,42568,Subscriber,1980,1,2/12/20
1165,13:56.4,33:21.4,40.737711,-74.066921,40.7272235,-74.0337589,26192,Customer,1984,1,7/15/19
343,39:28.0,45:11.9,40.72755147,-74.07106072,40.7308971,-74.06391263,29512,Subscriber,1955,1,11/1/19
238,36:52.4,40:51.2,40.71958612,-74.04311746,40.7241765,-74.0506564,29458,Subscriber,1980,1,5/24/19
315,08:04.2,13:19.5,40.7192517,-74.034234,40.7192517,-74.034234,29659,Subscriber,1980,1,2/1/19
3460,51:54.1,49:34.9,40.7192517,-74.034234,40.71958612,-74.04311746,42164,Subscriber,1978,1,8/23/20
149,09:28.8,11:58.2,40.71958612,-74.04311746,40.71848892,-74.04772663,29620,Subscriber,1977,2,4/15/19
279,59:31.7,04:11.7,40.72759597,-74.04424731,40.71958612,-74.04311746,29663,Subscriber,1984,2,7/11/19
207,30:42.6,34:10.5,40.71958612,-74.04311746,40.71653978,-74.04963791,44968,Subscriber,1986,1,9/25/20
410,12:13.5,19:04.3,40.71517768,-74.03768331,40.71958612,-74.04311746,26274,Subscriber,1992,2,6/5/19
945,28:09.0,43:54.2,40.7242941,-74.0354826,40.7177325,-74.043845,42154,Customer,1969,0,3/9/20
308,43:03.6,48:12.0,40.72759597,-74.04424731,40.7177325,-74.043845,29123,Subscriber,1958,1,9/27/19
258,54:06.9,58:25.4,40.72755147,-74.07106072,40.7308971,-74.06391263,42172,Subscriber,1985,1,3/16/20
311,52:34.1,57:45.9,40.71958612,-74.04311746,40.72759597,-74.04424731,26152,Subscriber,1970,2,8/9/19
3090,52:40.7,44:11.1,40.71653978,-74.04963791,40.71653978,-74.04963791,42423,Subscriber,1980,1,7/16/20
740,49:35.9,01:56.1,40.7112423,-74.0557013,40.71687,-74.03281,42228,Subscriber,1980,1,1/30/20
494,56:52.2,05:06.3,40.71958612,-74.04311746,40.7141454,-74.0335519,29231,Subscriber,1969,1,6/27/19
1106,12:07.8,30:34.1,40.71687,-74.03281,40.7112423,-74.0557013,42323,Customer,1992,2,7/4/20
286,37:37.2,42:23.9,40.7162469,-74.0334588,40.7127742,-74.0364857,26302,Subscriber,1990,2,5/6/19
297,51:46.1,56:43.9,40.72165072,-74.04288411,40.7192517,-74.034234,26239,Subscriber,1966,1,7/2/19
2257,41:29.9,19:07.8,40.71653978,-74.04963791,40.7112423,-74.0557013,43206,Subscriber,1976,2,11/26/20
1533,22:47.3,48:20.3,40.7211236,-74.03805095,40.7211236,-74.03805095,42591,Customer,1969,0,5/23/20
336,09:14.1,14:50.2,40.7141454,-74.0335519,40.7177325,-74.043845,42434,Subscriber,1970,1,10/1/20
253,06:17.2,10:31.1,40.7177325,-74.043845,40.72759597,-74.04424731,29659,Subscriber,1987,1,10/1/19
254,50:10.0,54:24.3,40.72333159,-74.04595256,40.71958612,-74.04311746,26280,Subscriber,1989,1,6/19/19
1559,46:55.9,12:55.4,40.7236589,-74.0641943,40.7246051,-74.07840595,26236,Subscriber,1978,1,5/11/19
194,19:01.2,22:15.8,40.72528911,-74.04557168,40.72152515,-74.04630454,44424,Subscriber,1984,2,8/21/20
1150,56:04.0,15:14.9,40.7211236,-74.03805095,40.72759597,-74.04424731,42363,Customer,1986,2,6/20/20
397,25:58.8,32:36.2,40.7241765,-74.0506564,40.71958612,-74.04311746,29584,Subscriber,1993,2,8/29/19
240,30:49.6,34:49.8,40.71241882,-74.03852552,40.71687,-74.03281,42108,Subscriber,1967,1,4/27/20
313,39:18.8,44:32.4,40.7192517,-74.034234,40.7287448,-74.0321082,26214,Subscriber,1994,1,11/15/19
200,50:14.8,53:35.3,40.7141454,-74.0335519,40.71241882,-74.03852552,42128,Subscriber,1982,2,2/25/20
2635,53:29.4,37:24.9,40.71958612,-74.04311746,40.7112423,-74.0557013,29253,Subscriber,1960,1,7/6/19
301,00:55.5,05:56.8,40.7141454,-74.0335519,40.7177325,-74.043845,29628,Subscriber,1986,1,2/22/19
575,47:57.5,57:32.7,40.7272235,-74.0337589,40.73520838,-74.04696375,30491,Customer,1996,1,10/6/20
844,26:14.1,40:18.8,40.73367,-74.0625,40.74267714,-74.05178863,29572,Customer,1971,1,1/25/19
394,26:08.7,32:43.0,40.7112423,-74.0557013,40.71848892,-74.04772663,29270,Subscriber,1997,1,12/21/19
642,32:30.3,43:12.6,40.7287448,-74.0321082,40.72601173,-74.05038893,42444,Subscriber,1970,1,6/27/20
246,44:23.5,48:30.4,40.72533993,-74.06762213,40.7308971,-74.06391263,42578,Subscriber,1986,2,3/10/20
684,16:06.0,27:30.5,40.7236589,-74.0641943,40.71958612,-74.04311746,42265,Customer,1998,1,6/15/20
243,17:57.8,22:01.1,40.7192517,-74.034234,40.71958612,-74.04311746,29504,Subscriber,1990,1,8/17/19
323,46:03.6,51:26.9,40.71958612,-74.04311746,40.72759597,-74.04424731,26305,Subscriber,1989,1,11/18/19
565,21:33.9,30:59.7,40.7308971,-74.06391263,40.72533993,-74.06762213,42548,Subscriber,1980,1,4/6/20
289,02:50.9,07:40.8,40.71958612,-74.04311746,40.71458404,-74.04281706,29515,Subscriber,1986,1,6/24/19
493,00:27.6,08:41.1,40.72333159,-74.04595256,40.7112423,-74.0557013,42435,Subscriber,1961,1,7/1/20
1595,23:24.4,50:00.2,40.72533993,-74.06762213,40.7242941,-74.0354826,29548,Subscriber,1995,1,2/8/19
731,09:42.8,21:54.5,40.7242941,-74.0354826,40.7127742,-74.0364857,29656,Customer,1969,0,10/15/19
290,38:53.5,43:43.6,40.72165072,-74.04288411,40.72759597,-74.04424731,29217,Subscriber,1970,2,8/10/19
268,47:43.5,52:12.5,40.72152515,-74.04630454,40.72568548,-74.04879034,29671,Subscriber,1960,1,2/14/19
270,11:06.3,15:36.4,40.71458404,-74.04281706,40.71958612,-74.04311746,29480,Subscriber,1989,2,6/14/19
94,37:01.4,38:35.5,40.7141454,-74.0335519,40.7127742,-74.0364857,26298,Subscriber,1975,2,7/17/19
448,27:42.8,35:11.6,40.71958612,-74.04311746,40.71241882,-74.03852552,20317,Subscriber,1983,1,8/19/20
442,45:44.0,53:06.6,40.7183552,-74.03891444,40.7242941,-74.0354826,42145,Subscriber,1988,1,3/4/20
485,27:14.4,35:20.1,40.7141454,-74.0335519,40.7287448,-74.0321082,26245,Subscriber,1987,1,2/15/19
1241,49:32.3,10:13.4,40.71848892,-74.04772663,40.737711,-74.066921,42489,Customer,1974,1,5/2/20
454,56:14.4,03:48.9,40.71958612,-74.04311746,40.7242941,-74.0354826,26234,Subscriber,1991,1,4/17/19
335,30:51.5,36:27.3,40.71458404,-74.04281706,40.7192517,-74.034234,29525,Subscriber,1988,1,11/6/19
580,23:54.1,33:34.5,40.7242941,-74.0354826,40.7141454,-74.0335519,29616,Subscriber,1958,1,12/27/19
250,19:10.5,23:21.0,40.7112423,-74.0557013,40.7112423,-74.0557013,42134,Customer,1969,0,7/25/20
224,21:25.9,25:10.3,40.72533993,-74.06762213,40.7308971,-74.06391263,42576,Subscriber,1980,1,3/15/20
284,09:40.2,14:24.8,40.7177325,-74.043845,40.7141454,-74.0335519,29465,Customer,1991,1,7/26/19
219,29:46.7,33:26.0,40.72165072,-74.04288411,40.72759597,-74.04424731,29636,Subscriber,1987,1,1/24/19
264,41:13.6,45:38.4,40.72152515,-74.04630454,40.72759597,-74.04424731,42319,Subscriber,1965,2,8/22/20
215,49:58.6,53:33.9,40.7308971,-74.06391263,40.7311689,-74.0575736,29603,Subscriber,1978,1,12/22/19
266,20:03.0,24:29.7,40.72572614,-74.07195926,40.7308971,-74.06391263,29263,Subscriber,1980,1,11/10/19
340,51:08.7,56:49.3,40.7287448,-74.0321082,40.7287448,-74.0321082,42130,Subscriber,1992,2,8/28/20
471,46:15.1,54:07.0,40.72152515,-74.04630454,40.7177325,-74.043845,42252,Subscriber,1977,1,2/3/20
983,18:18.3,34:41.5,40.73367,-74.0625,40.7242941,-74.0354826,29498,Subscriber,1979,1,3/26/19
304,02:08.9,07:13.9,40.72759597,-74.04424731,40.71958612,-74.04311746,26234,Subscriber,1967,1,5/22/19
503,04:01.8,12:25.1,40.7112423,-74.0557013,40.7177325,-74.043845,42449,Subscriber,1977,1,2/21/20
717,37:46.0,49:43.3,40.71848892,-74.04772663,40.72165072,-74.04288411,42427,Subscriber,1968,1,5/21/20
751,54:29.2,07:00.9,40.7141454,-74.0335519,40.72568548,-74.04879034,29591,Subscriber,1991,1,6/27/19
143,00:07.5,02:30.9,40.7192517,-74.034234,40.7141454,-74.0335519,45654,Subscriber,1988,1,8/20/20
237,36:48.6,40:46.1,40.71458404,-74.04281706,40.71958612,-74.04311746,42151,Customer,1969,0,7/23/20
399,58:07.6,04:46.6,40.7242941,-74.0354826,40.72568548,-74.04879034,29305,Subscriber,1983,2,10/21/19
365,50:14.9,56:20.5,40.7192517,-74.034234,40.72333159,-74.04595256,29221,Subscriber,1988,1,10/29/19
2536,03:25.4,45:42.1,40.7287448,-74.0321082,40.7287448,-74.0321082,29581,Subscriber,1989,2,4/13/19
7057,01:45.8,59:23.5,40.7246051,-74.07840595,40.7246051,-74.07840595,42178,Subscriber,1975,1,3/24/20
330,17:35.1,23:05.3,40.71458404,-74.04281706,40.7192517,-74.034234,29536,Subscriber,1989,1,5/27/19
102,10:00.6,11:43.2,40.7192517,-74.034234,40.71687,-74.03281,29609,Subscriber,1972,1,10/29/19
1220,21:56.2,42:16.7,40.7246051,-74.07840595,40.7246051,-74.07840595,29523,Customer,1969,0,6/22/19
126,40:47.6,42:53.9,40.72165072,-74.04288411,40.72333159,-74.04595256,29452,Subscriber,1982,2,10/18/19
214,38:18.8,41:53.3,40.71958612,-74.04311746,40.72601173,-74.05038893,26151,Subscriber,1988,1,8/12/19
4659,21:57.0,39:36.3,40.7183552,-74.03891444,40.7272235,-74.0337589,44364,Customer,1969,0,10/11/20
175,49:15.1,52:10.3,40.71958612,-74.04311746,40.72528911,-74.04557168,26289,Subscriber,1976,1,6/27/19
549,42:54.6,52:03.7,40.7287448,-74.0321082,40.72759597,-74.04424731,29607,Subscriber,1969,1,8/11/19
353,53:27.5,59:20.6,40.72152515,-74.04630454,40.71942,-74.05099,42117,Subscriber,1978,1,11/3/20
407,04:13.9,11:01.2,40.7241765,-74.0506564,40.71458404,-74.04281706,29654,Subscriber,1972,1,4/17/19
594,07:38.4,17:33.3,40.7311689,-74.0575736,40.71958612,-74.04311746,42174,Customer,1969,0,9/4/20
283,14:00.0,18:43.4,40.74871595,-74.0404433,40.7443187,-74.0439909,29468,Subscriber,1984,1,1/25/19
774,20:01.8,32:56.0,40.72163014,-74.04996783,40.7127742,-74.0364857,42527,Subscriber,1982,1,7/7/20
4225,42:29.9,52:55.4,40.7112423,-74.0557013,40.7112423,-74.0557013,42142,Customer,1969,0,6/8/20
170,34:42.6,37:33.2,40.72333159,-74.04595256,40.72759597,-74.04424731,29206,Subscriber,1988,2,7/5/19
207,50:43.4,54:11.2,40.72163014,-74.04996783,40.71958612,-74.04311746,26171,Subscriber,1986,1,9/19/19
662,49:09.4,00:11.6,40.71687,-74.03281,40.72568548,-74.04879034,29654,Subscriber,1969,0,9/12/19
209,33:51.6,37:20.9,40.71958612,-74.04311746,40.7211236,-74.03805095,42191,Subscriber,1983,1,6/6/20
2845,53:24.5,40:50.5,40.71687,-74.03281,40.7141454,-74.0335519,42552,Customer,1990,2,11/6/20
82,27:22.9,28:45.9,40.7183552,-74.03891444,40.71958612,-74.04311746,29506,Subscriber,1972,1,8/14/19
289,55:11.3,00:00.6,40.71958612,-74.04311746,40.72759597,-74.04424731,26226,Subscriber,1987,1,4/18/19
225,51:07.2,54:52.5,40.7127742,-74.0364857,40.7192517,-74.034234,29287,Subscriber,1979,2,8/7/19
351,00:14.5,06:06.5,40.71958612,-74.04311746,40.7211236,-74.03805095,29553,Customer,1995,1,9/22/19
4823,22:17.3,42:40.8,40.7192517,-74.034234,40.7242941,-74.0354826,29537,Subscriber,1992,2,8/21/19
1631,14:42.9,41:54.8,40.7112423,-74.0557013,40.7112423,-74.0557013,29123,Customer,1989,1,5/4/19
791,48:29.5,01:41.0,40.7242941,-74.0354826,40.71241882,-74.03852552,42178,Customer,1969,0,11/9/20
356,27:34.8,33:31.3,40.7308971,-74.06391263,40.7192822,-74.07126188,42419,Subscriber,1988,1,2/20/20
627,03:03.3,13:30.9,40.7112423,-74.0557013,40.71435837,-74.06661093,29197,Customer,1969,0,7/21/19
430,17:44.9,24:55.3,40.7308971,-74.06391263,40.72572614,-74.07195926,26214,Subscriber,1982,1,12/10/19
516,16:17.5,24:54.0,40.72528911,-74.04557168,40.71687,-74.03281,29449,Subscriber,1970,1,9/12/19
195,21:35.6,24:50.9,40.71958612,-74.04311746,40.7241765,-74.0506564,26217,Subscriber,1981,1,5/2/19
2640,13:24.5,57:24.7,40.7287448,-74.0321082,40.7287448,-74.0321082,42331,Customer,1988,2,6/1/20
431,36:27.3,43:38.4,40.72152515,-74.04630454,40.7192517,-74.034234,29469,Subscriber,1990,1,5/7/19
2572,50:46.0,33:38.3,40.7287448,-74.0321082,40.72755147,-74.07106072,42611,Subscriber,1959,1,5/26/20
288,08:32.5,13:20.7,40.7376037,-74.0524783,40.73367,-74.0625,29279,Subscriber,1984,1,5/10/19
365,26:14.9,32:20.9,40.71958612,-74.04311746,40.72568548,-74.04879034,29641,Subscriber,1981,2,1/8/19
994,03:15.0,19:49.1,40.71687,-74.03281,40.71687,-74.03281,29528,Customer,1969,0,7/14/19
1787,27:50.2,57:38.2,40.7177325,-74.043845,40.7177325,-74.043845,27576,Customer,1984,1,5/21/20
976,41:21.7,57:38.7,40.7287448,-74.0321082,40.71458404,-74.04281706,29575,Subscriber,1992,1,5/4/19
2809,13:03.3,59:52.6,40.71649,-74.04105,40.71649,-74.04105,42180,Subscriber,1990,1,4/6/20
76,05:18.0,06:34.7,40.72333159,-74.04595256,40.72528911,-74.04557168,26269,Subscriber,1985,1,7/26/19
206,38:13.0,41:39.7,40.72533993,-74.06762213,40.7308971,-74.06391263,26266,Subscriber,1973,1,9/27/19
10052,06:21.6,53:54.4,40.7287448,-74.0321082,40.7287448,-74.0321082,42157,Customer,2002,2,8/30/20
2998,36:09.5,26:08.0,40.7141454,-74.0335519,40.71241882,-74.03852552,26307,Subscriber,1974,1,5/8/19
464,05:33.2,13:18.0,40.72163014,-74.04996783,40.71687,-74.03281,30491,Subscriber,1977,2,9/14/20
937,54:01.9,09:39.3,40.71435837,-74.06661093,40.7112423,-74.0557013,26221,Customer,1969,0,4/7/19
